Timestamp,OutboundUtilzation (%)
11/15/2017 17:47,40.8903
11/15/2017 17:52,46.5247
11/15/2017 20:27,52.9759
11/15/2017 20:32,41.5371
11/15/2017 23:07,52.2591
11/15/2017 23:12,51.3189
11/16/2017 1:47,93.3518
11/16/2017 1:52,89.6148
11/16/2017 4:32,84.5833
11/16/2017 4:37,79.2066
11/16/2017 5:47,11.4469
11/16/2017 7:17,85.5966
11/16/2017 7:22,70.6171
11/16/2017 9:57,61.2286
11/16/2017 10:02,72.9203
11/16/2017 12:42,29.9403
11/16/2017 12:47,25.2371
11/16/2017 13:07,89.6066
11/16/2017 15:22,32.6657
11/16/2017 15:27,32.2711
11/16/2017 18:02,48.8401
11/16/2017 18:07,49.646
11/16/2017 20:42,43.3816
11/16/2017 20:47,33.6343
11/16/2017 23:22,87.416
11/16/2017 23:27,66.4878
11/17/2017 2:02,39.013
11/17/2017 2:07,84.6031
11/17/2017 2:47,7.97079
11/17/2017 4:47,66.2377
11/17/2017 4:52,62.7175
11/17/2017 7:57,68.8576
11/17/2017 8:02,86.5848
11/17/2017 10:42,42.712
11/17/2017 10:47,42.9657
11/17/2017 13:22,68.4386
11/17/2017 13:27,63.9818
11/17/2017 16:02,17.8321
11/17/2017 16:07,13.114
11/17/2017 18:42,43.148
11/17/2017 18:47,35.8411
11/17/2017 21:22,31.6547
11/17/2017 21:27,28.6486
11/18/2017 0:02,73.7173
11/18/2017 0:07,63.8865
11/18/2017 2:42,83.8495
11/18/2017 2:47,82.6456
11/18/2017 5:22,49.6813
11/18/2017 5:27,34.6708
11/18/2017 8:02,53.5853
11/18/2017 8:07,55.4633
11/18/2017 10:42,48.3909
11/18/2017 10:47,47.6365
11/18/2017 13:22,53.3259
11/18/2017 13:27,52.3579
11/18/2017 16:02,15.3574
11/18/2017 16:07,17.4902
11/18/2017 18:42,46.1562
11/18/2017 18:47,43.2356
11/18/2017 21:22,34.9077
11/18/2017 21:27,24.9572
11/19/2017 0:02,76.546
11/19/2017 0:07,72.5664
11/19/2017 2:42,93.184
11/19/2017 2:47,83.6246
11/19/2017 5:22,64.3438
11/19/2017 5:27,55.3903
11/19/2017 8:02,62.3143
11/19/2017 8:07,75.5304
11/19/2017 10:42,48.6819
11/19/2017 10:47,46.6193
11/19/2017 13:22,44.945
11/19/2017 13:27,41.8639
11/19/2017 16:02,37.6308
11/19/2017 16:07,38.0933
11/19/2017 18:42,14.5984
11/19/2017 18:47,13.7941
11/19/2017 21:22,24.7457
11/19/2017 21:27,34.802
11/20/2017 0:02,73.4401
11/20/2017 0:07,73.4591
11/20/2017 2:42,69.4613
11/20/2017 2:47,63.1292
11/20/2017 5:22,49.5859
11/20/2017 5:27,53.8007
11/20/2017 8:02,69.4202
11/20/2017 8:07,71.3038
11/20/2017 10:42,71.7124
11/20/2017 10:47,71.5652
11/20/2017 13:22,44.6902
11/20/2017 13:27,39.2881
11/20/2017 16:02,39.8901
11/20/2017 16:07,55.7815
11/20/2017 18:42,27.9777
11/20/2017 18:47,25.9904
11/20/2017 21:22,56.479
11/20/2017 21:27,57.1033
11/21/2017 0:02,84.7431
11/21/2017 0:07,88.4319
11/21/2017 2:57,77.669
11/21/2017 3:02,91.7657
11/21/2017 5:37,65.3674
11/21/2017 5:42,54.7737
11/21/2017 8:27,65.8736
11/21/2017 8:32,64.2761
11/21/2017 11:07,85.0068
11/21/2017 11:12,88.3348
11/21/2017 13:47,54.9742
11/21/2017 13:52,53.6173
11/21/2017 16:27,49.8789
11/21/2017 16:32,39.4726
11/21/2017 19:07,63.7964
11/21/2017 19:12,61.9853
11/21/2017 21:47,59.3147
11/21/2017 21:52,56.4977
11/22/2017 0:27,89.0483
11/22/2017 0:32,84.0818
11/22/2017 3:07,74.8374
11/22/2017 3:12,81.2956
11/22/2017 5:47,37.2832
11/22/2017 5:52,40.0373
11/22/2017 8:27,92.9454
11/22/2017 8:32,90.2274
11/22/2017 11:07,65.1209
11/22/2017 11:12,72.5415
11/22/2017 13:47,20.6006
11/22/2017 13:52,21.4041
11/22/2017 16:27,16.1138
11/22/2017 16:32,14.7595
11/22/2017 19:07,42.6009
11/22/2017 19:12,41.4162
11/22/2017 21:47,24.0399
11/22/2017 21:52,18.3712
11/23/2017 0:27,71.428
11/23/2017 0:32,56.8441
11/23/2017 3:12,82.8005
11/23/2017 3:17,80.0427
11/23/2017 5:52,41.0556
11/23/2017 5:57,41.1172
11/23/2017 8:37,90.2817
11/23/2017 8:42,77.2489
11/23/2017 11:17,63.0664
11/23/2017 11:22,61.6488
11/23/2017 13:57,47.1409
11/23/2017 14:02,46.1016
11/23/2017 16:37,26.089
11/23/2017 16:42,27.5584
11/23/2017 19:17,33.6867
11/23/2017 19:22,34.3961
11/23/2017 21:57,28.709
11/23/2017 22:02,34.1945
11/24/2017 0:37,74.8699
11/24/2017 0:42,78.9861
11/24/2017 3:32,90.7023
11/24/2017 3:37,70.9298
11/24/2017 6:12,63.4915
11/24/2017 6:17,57.6226
11/24/2017 8:52,50.5188
11/24/2017 8:57,49.3712
11/24/2017 11:32,41.5851
11/24/2017 11:37,37.6784
11/24/2017 14:12,42.6123
11/24/2017 14:17,34.8747
11/24/2017 16:52,46.1027
11/24/2017 16:57,41.3304
11/24/2017 19:32,33.0256
11/24/2017 19:37,33.2357
11/24/2017 22:12,18.674
11/24/2017 22:17,35.3716
11/25/2017 0:52,70.5825
11/25/2017 0:57,52.702
11/25/2017 3:37,93.1262
11/25/2017 3:42,91.8723
11/25/2017 6:17,57.9391
11/25/2017 6:22,59.1151
11/25/2017 8:57,33.0263
11/25/2017 9:02,51.0636
11/25/2017 11:37,38.1999
11/25/2017 11:42,41.7882
11/25/2017 14:17,22.3002
11/25/2017 14:22,17.995
11/25/2017 16:57,34.5816
11/25/2017 17:02,33.4003
11/25/2017 19:37,58.483
11/25/2017 19:42,46.9602
11/25/2017 22:17,38.4138
