SN,Average
148799.0,75.0
148800.0,35.0
148863.0,42.5
148864.0,67.5
148927.0,42.5
148928.0,43.5
148991.0,165.0
148992.0,195.0
149055.0,95.0
149056.0,47.5
149119.0,290.0
149120.0,190.0
149183.0,55.0
149184.0,135.0
149247.0,155.0
149248.0,495.0
149311.0,37.5
149312.0,42.5
149375.0,57.5
149376.0,57.5
149439.0,37.5
149440.0,89.0
149503.0,97.5
149504.0,97.5
149567.0,57.5
149568.0,77.5
149631.0,77.5
149632.0,37.5
149695.0,52.5
149696.0,45.0
149759.0,272.5
149760.0,222.5
149823.0,205.0
149824.0,97.5
149887.0,145.0
149888.0,65.0
149951.0,57.5
149952.0,135.0
150015.0,135.0
150016.0,115.0
150079.0,175.0
150080.0,495.0
150143.0,75.0
150144.0,27.5
150207.0,77.5
150208.0,97.5
150271.0,42.5
150272.0,77.5
150335.0,47.0
150336.0,112.5
150399.0,61.0
150400.0,31.0
150463.0,72.5
150464.0,42.5
150527.0,272.5
150528.0,222.5
150591.0,205.0
150592.0,145.0
150655.0,195.0
150656.0,345.0
150719.0,47.5
150720.0,55.0
150783.0,105.0
150784.0,77.5
150847.0,57.5
150848.0,57.5
150911.0,77.5
150912.0,47.5
150975.0,42.5
150976.0,55.0
151039.0,105.0
151040.0,65.0
151103.0,245.0
151104.0,57.5
151167.0,145.0
151168.0,85.0
151231.0,245.0
151232.0,245.0
151295.0,145.0
151296.0,175.0
151359.0,22.5
151360.0,95.0
151423.0,77.5
151424.0,42.5
151487.0,97.5
151488.0,47.5
151551.0,47.5
151552.0,67.5
151615.0,64.0
151616.0,34.0
151679.0,77.5
151680.0,77.5
151743.0,217.5
151744.0,205.0
151807.0,295.0
151808.0,195.0
151871.0,135.0
151872.0,37.5
151935.0,245.0
151936.0,57.5
151999.0,245.0
152000.0,95.0
152063.0,65.0
152064.0,105.0
152127.0,42.5
152128.0,55.0
152191.0,57.5
152192.0,125.0
152255.0,35.0
152256.0,84.0
152319.0,117.5
152320.0,64.0
152383.0,47.5
152384.0,115.0
152447.0,145.0
152448.0,47.5
152511.0,75.0
152512.0,63.5
152575.0,282.5
152576.0,235.0
152639.0,145.0
152640.0,345.0
152703.0,95.0
152704.0,57.5
152767.0,105.0
152768.0,245.0
152831.0,105.0
152832.0,105.0
152895.0,62.5
152896.0,62.5
152959.0,54.0
152960.0,35.0
153023.0,47.5
153024.0,155.0
153087.0,85.0
153088.0,175.0
153151.0,77.5
153152.0,175.0
153215.0,97.5
153216.0,67.5
153279.0,34.0
153280.0,42.5
153343.0,62.5
153344.0,145.0
153407.0,235.0
153408.0,145.0
153471.0,105.0
153472.0,55.0
153535.0,57.5
153536.0,115.0
153599.0,237.5
153600.0,67.5
153663.0,155.0
153664.0,95.0
153727.0,245.0
153728.0,245.0
153791.0,42.5
153792.0,67.5
153855.0,115.0
153856.0,97.5
153919.0,57.5
153920.0,155.0
153983.0,135.0
153984.0,115.0
154047.0,45.0
154048.0,105.0
154111.0,55.0
154112.0,55.0
154175.0,195.0
154176.0,282.5
154239.0,125.0
154240.0,82.5
154303.0,55.0
154304.0,175.0
154367.0,115.0
154368.0,95.0
154431.0,30.0
154432.0,43.0
154495.0,125.0
154496.0,105.0
154559.0,245.0
154560.0,245.0
154623.0,77.5
154624.0,42.5
154687.0,185.0
154688.0,97.5
154751.0,345.0
154752.0,55.0
154815.0,55.0
154816.0,135.0
154879.0,55.0
154880.0,27.5
154943.0,85.0
154944.0,47.5
155007.0,282.5
155008.0,217.5
155071.0,57.5
155072.0,145.0
155135.0,85.0
155136.0,55.0
155199.0,55.0
155200.0,42.5
155263.0,180.0
155264.0,97.5
155327.0,47.5
155328.0,190.0
155391.0,95.0
155392.0,235.0
155455.0,45.0
155456.0,95.0
155519.0,47.5
155520.0,47.5
155583.0,217.5
155584.0,205.0
155647.0,57.5
155648.0,145.0
155711.0,95.0
155712.0,65.0
155775.0,62.5
155776.0,77.5
155839.0,41.5
155840.0,41.5
155903.0,115.0
155904.0,57.5
155967.0,245.0
155968.0,95.0
156031.0,42.5
156032.0,27.5
156095.0,92.5
156096.0,45.0
156159.0,190.0
156160.0,57.5
156223.0,65.0
156224.0,135.0
156287.0,27.5
156288.0,37.5
156351.0,87.5
156352.0,37.5
156415.0,195.0
156416.0,47.5
156479.0,135.0
156480.0,115.0
156543.0,85.0
156544.0,55.0
156607.0,37.5
156608.0,37.5
156671.0,75.0
156672.0,215.0
156735.0,85.0
156736.0,105.0
156799.0,95.0
156800.0,145.0
156863.0,35.0
156864.0,42.5
156927.0,205.0
156928.0,237.5
156991.0,57.5
156992.0,145.0
157055.0,105.0
157056.0,77.5
157119.0,47.5
157120.0,47.5
157183.0,245.0
157184.0,47.5
157247.0,105.0
157248.0,57.5
157311.0,125.0
157312.0,77.5
157375.0,47.5
157376.0,77.5
157439.0,62.5
157440.0,62.5
157503.0,57.5
157504.0,145.0
157567.0,135.0
157568.0,77.5
157631.0,67.5
157632.0,77.5
157695.0,242.5
157696.0,77.5
157759.0,105.0
157760.0,57.5
157823.0,95.0
157824.0,175.0
157887.0,77.5
157888.0,97.5
157951.0,45.0
157952.0,45.0
158015.0,145.0
158016.0,115.0
158079.0,275.0
158080.0,275.0
158143.0,42.5
158144.0,32.5
158207.0,76.0
158208.0,55.0
158271.0,55.0
158272.0,55.0
158335.0,135.0
158336.0,115.0
158399.0,55.0
158400.0,47.5
158463.0,42.5
158464.0,45.0
158527.0,215.0
158528.0,215.0
158591.0,295.0
158592.0,95.0
158655.0,95.0
158656.0,95.0
158719.0,27.5
158720.0,27.5
158783.0,57.5
158784.0,57.5
158847.0,145.0
158848.0,115.0
158911.0,75.0
158912.0,65.0
158975.0,47.5
158976.0,42.5
159039.0,47.5
159040.0,37.5
159103.0,57.5
159104.0,135.0
159167.0,95.0
159168.0,75.0
159231.0,55.0
159232.0,55.0
159295.0,55.0
159296.0,65.0
159359.0,17.0
159360.0,32.5
159423.0,45.0
159424.0,145.0
159487.0,425.0
159488.0,425.0
159551.0,37.5
159552.0,97.5
159615.0,27.5
159616.0,32.5
159679.0,287.5
159680.0,222.5
159743.0,57.5
159744.0,145.0
159807.0,65.0
159808.0,37.5
159871.0,42.5
159872.0,17.5
159935.0,32.5
159936.0,27.5
159999.0,222.5
160000.0,222.5
160063.0,115.0
160064.0,57.5
160127.0,75.0
160128.0,65.0
160191.0,135.0
160192.0,42.5
160255.0,31.0
160256.0,97.5
160319.0,395.0
160320.0,55.0
160383.0,95.0
160384.0,275.0
160447.0,32.5
160448.0,32.5
160511.0,17.5
160512.0,47.5
160575.0,47.5
160576.0,17.5
160639.0,115.0
160640.0,37.5
160703.0,32.5
160704.0,275.0
160767.0,77.5
160768.0,47.5
160831.0,27.5
160832.0,27.5
160895.0,287.5
160896.0,222.5
160959.0,135.0
160960.0,235.0
161023.0,75.0
161024.0,65.0
161087.0,55.0
161088.0,47.5
161151.0,39.0
161152.0,35.0
161215.0,145.0
161216.0,115.0
161279.0,32.5
161280.0,275.0
161343.0,22.5
161344.0,42.5
161407.0,73.0
161408.0,32.5
161471.0,97.5
161472.0,115.0
161535.0,135.0
161536.0,115.0
161599.0,82.5
161600.0,47.5
161663.0,73.0
161664.0,32.5
161727.0,395.0
161728.0,87.5
161791.0,115.0
161792.0,95.0
161855.0,17.5
161856.0,27.5
161919.0,22.5
161920.0,17.5
161983.0,295.0
161984.0,287.5
162047.0,95.0
162048.0,135.0
162111.0,325.0
162112.0,27.5
162175.0,135.0
162176.0,47.5
162239.0,20.0
162240.0,34.0
162303.0,395.0
162304.0,57.5
162367.0,275.0
162368.0,115.0
162431.0,35.0
162432.0,135.0
162495.0,55.0
162496.0,115.0
162559.0,27.5
162560.0,32.5
162623.0,115.0
162624.0,345.0
162687.0,205.0
162688.0,85.0
162751.0,27.5
162752.0,95.0
162815.0,77.5
162816.0,65.0
162879.0,47.5
162880.0,47.5
162943.0,125.0
162944.0,37.5
163007.0,425.0
163008.0,425.0
163071.0,27.5
163072.0,97.5
163135.0,32.5
163136.0,27.5
163199.0,125.0
163200.0,105.0
163263.0,85.0
163264.0,115.0
163327.0,65.0
163328.0,55.0
163391.0,77.5
163392.0,67.5
163455.0,42.5
163456.0,30.0
163519.0,115.0
163520.0,345.0
163583.0,95.0
163584.0,275.0
163647.0,22.5
163648.0,65.0
163711.0,55.0
163712.0,55.0
163775.0,47.5
163776.0,37.5
163839.0,32.5
163840.0,75.0
163903.0,425.0
163904.0,425.0
163967.0,47.5
163968.0,22.5
164031.0,27.5
164032.0,19.0
164095.0,55.0
164096.0,475.0
164159.0,85.0
164160.0,135.0
164223.0,95.0
164224.0,135.0
164287.0,32.5
164288.0,85.0
164351.0,95.0
164352.0,195.0
164415.0,115.0
164416.0,95.0
164479.0,35.0
164480.0,135.0
164543.0,32.5
164544.0,27.5
164607.0,27.5
164608.0,65.0
164671.0,27.5
164672.0,27.5
164735.0,42.5
164736.0,25.0
164799.0,27.5
164800.0,97.5
164863.0,27.5
164864.0,97.5
164927.0,17.5
164928.0,37.5
164991.0,25.0
164992.0,27.5
165055.0,32.5
165056.0,32.5
165119.0,37.5
165120.0,85.0
165183.0,37.5
165184.0,37.5
165247.0,155.0
165248.0,345.0
165311.0,45.0
165312.0,45.0
165375.0,22.5
165376.0,17.5
165439.0,32.5
165440.0,22.5
165503.0,275.0
165504.0,22.5
165567.0,17.5
165568.0,34.0
165631.0,27.5
165632.0,55.0
165695.0,42.5
165696.0,42.5
165759.0,32.5
165760.0,17.5
165823.0,45.0
165824.0,395.0
165887.0,29.0
165888.0,27.5
165951.0,77.5
165952.0,57.5
166015.0,27.5
166016.0,77.5
166079.0,47.5
166080.0,42.5
166143.0,47.5
166144.0,135.0
166207.0,27.5
166208.0,12.5
166271.0,42.5
166272.0,42.5
166335.0,295.0
166336.0,27.5
166399.0,27.5
166400.0,31.0
166463.0,27.0
166464.0,27.0
166527.0,9.0
166528.0,17.5
166591.0,37.5
166592.0,55.0
166655.0,35.0
166656.0,35.0
166719.0,22.5
166720.0,37.5
166783.0,35.0
166784.0,37.5
166847.0,37.5
166848.0,17.5
166911.0,47.5
166912.0,47.5
166975.0,47.5
166976.0,45.0
167039.0,310.0
167040.0,115.0
167103.0,115.0
167104.0,295.0
167167.0,32.5
167168.0,17.5
167231.0,32.5
167232.0,17.5
167295.0,75.0
167296.0,145.0
167359.0,355.0
167360.0,47.5
167423.0,85.0
167424.0,55.0
167487.0,245.0
167488.0,17.5
167551.0,31.5
167552.0,27.0
167615.0,22.5
167616.0,12.5
167679.0,12.5
167680.0,9.0
167743.0,9.0
167744.0,12.5
167807.0,12.5
167808.0,12.5
167871.0,57.5
167872.0,22.5
167935.0,17.5
167936.0,17.5
167999.0,15.0
168000.0,22.5
168063.0,32.5
168064.0,17.5
168127.0,22.5
168128.0,22.5
168191.0,32.5
168192.0,97.5
168255.0,27.5
168256.0,32.5
168319.0,12.5
168320.0,12.5
168383.0,27.0
168384.0,27.0
168447.0,165.0
168448.0,145.0
168511.0,27.5
168512.0,22.5
168575.0,75.0
168576.0,85.0
168639.0,32.5
168640.0,47.5
168703.0,75.0
168704.0,125.0
168767.0,75.0
168768.0,125.0
168831.0,105.0
168832.0,32.5
168895.0,95.0
168896.0,32.5
168959.0,105.0
168960.0,32.5
169023.0,165.0
169024.0,85.0
169087.0,27.5
169088.0,135.0
169151.0,105.0
169152.0,55.0
169215.0,22.5
169216.0,37.5
169279.0,27.5
169280.0,22.5
169343.0,17.5
169344.0,27.5
169407.0,32.5
169408.0,67.5
169471.0,32.5
169472.0,32.5
169535.0,27.5
169536.0,27.5
169599.0,17.5
169600.0,37.5
169663.0,34.0
169664.0,31.0
169727.0,22.5
169728.0,32.0
169791.0,30.0
169792.0,46.0
169855.0,227.5
169856.0,17.5
169919.0,217.5
169920.0,227.5
169983.0,227.5
169984.0,12.5
170047.0,21.5
170048.0,52.0
170111.0,51.0
170112.0,39.0
170175.0,43.5
170176.0,30.0
170239.0,45.0
170240.0,43.5
170303.0,17.5
170304.0,19.5
170367.0,227.5
170368.0,15.0
170431.0,227.5
170432.0,15.0
170495.0,217.5
170496.0,227.5
170559.0,17.5
170560.0,50.0
170623.0,217.5
170624.0,227.5
170687.0,175.0
170688.0,135.0
170751.0,125.0
170752.0,95.0
170815.0,62.5
170816.0,85.0
170879.0,135.0
170880.0,295.0
170943.0,12.5
170944.0,37.5
171007.0,125.0
171008.0,45.0
171071.0,145.0
171072.0,37.5
171135.0,42.5
171136.0,55.0
171199.0,115.0
171200.0,42.5
171263.0,75.0
171264.0,115.0
171327.0,95.0
171328.0,145.0
171391.0,295.0
171392.0,95.0
171455.0,115.0
171456.0,95.0
171519.0,135.0
171520.0,115.0
171583.0,105.0
171584.0,55.0
171647.0,55.0
171648.0,85.0
171711.0,105.0
171712.0,55.0
171775.0,115.0
171776.0,425.0
171839.0,85.0
171840.0,145.0
171903.0,65.0
171904.0,85.0
171967.0,42.5
171968.0,65.0
172031.0,55.0
172032.0,55.0
172095.0,115.0
172096.0,75.0
172159.0,105.0
172160.0,55.0
172223.0,67.0
172224.0,52.0
172287.0,37.5
172288.0,47.5
172351.0,227.5
172352.0,217.5
172415.0,125.0
172416.0,185.0
172479.0,295.0
172480.0,47.5
172543.0,12.5
172544.0,37.5
172607.0,105.0
172608.0,32.5
172671.0,295.0
172672.0,85.0
172735.0,125.0
172736.0,75.0
172799.0,125.0
172800.0,75.0
172863.0,75.0
172864.0,125.0
172927.0,37.5
172928.0,37.5
172991.0,125.0
172992.0,97.5
173055.0,115.0
173056.0,47.5
173119.0,56.0
173120.0,59.0
173183.0,227.5
173184.0,217.5
173247.0,325.0
173248.0,110.0
173311.0,95.0
173312.0,135.0
173375.0,95.0
173376.0,47.5
173439.0,295.0
173440.0,95.0
173503.0,85.0
173504.0,135.0
173567.0,105.0
173568.0,105.0
173631.0,85.0
173632.0,110.0
173695.0,75.0
173696.0,75.0
173759.0,95.0
173760.0,170.0
173823.0,65.0
173824.0,95.0
173887.0,27.5
173888.0,32.5
173951.0,87.5
173952.0,22.5
174015.0,115.0
174016.0,47.5
174079.0,67.5
174080.0,77.5
174143.0,175.0
174144.0,327.5
174207.0,47.5
174208.0,245.0
174271.0,32.5
174272.0,85.0
174335.0,195.0
174336.0,95.0
174399.0,295.0
174400.0,145.0
174463.0,75.0
174464.0,145.0
174527.0,95.0
174528.0,95.0
174591.0,67.5
174592.0,55.0
174655.0,67.5
174656.0,55.0
174719.0,47.5
174720.0,57.5
174783.0,55.0
174784.0,72.5
174847.0,95.0
174848.0,165.0
174911.0,125.0
174912.0,275.0
174975.0,145.0
174976.0,195.0
175039.0,55.0
175040.0,135.0
175103.0,45.0
175104.0,95.0
175167.0,37.5
175168.0,67.5
175231.0,47.5
175232.0,82.5
175295.0,47.5
175296.0,47.5
175359.0,81.0
175360.0,109.5
175423.0,217.5
175424.0,227.5
175487.0,115.0
175488.0,165.0
175551.0,97.5
175552.0,97.5
175615.0,82.5
175616.0,105.0
175679.0,95.0
175680.0,295.0
175743.0,115.0
175744.0,325.0
175807.0,97.5
175808.0,57.5
175871.0,62.5
175872.0,55.0
175935.0,97.5
175936.0,27.5
175999.0,86.0
176000.0,97.5
176063.0,205.0
176064.0,195.0
176127.0,115.0
176128.0,115.0
176191.0,125.0
176192.0,315.0
176255.0,105.0
176256.0,37.5
176319.0,145.0
176320.0,215.0
176383.0,95.0
176384.0,295.0
176447.0,95.0
176448.0,55.0
176511.0,57.5
176512.0,17.5
176575.0,95.0
176576.0,85.0
176639.0,47.5
176640.0,75.0
176703.0,107.5
176704.0,115.0
176767.0,185.0
176768.0,195.0
176831.0,175.0
176832.0,255.0
176895.0,37.5
176896.0,85.0
176959.0,215.0
176960.0,95.0
177023.0,85.0
177024.0,135.0
177087.0,75.0
177088.0,75.0
177151.0,77.5
177152.0,77.5
177215.0,47.5
177216.0,95.0
177279.0,97.5
177280.0,40.0
177343.0,32.5
177344.0,37.5
177407.0,115.0
177408.0,42.5
177471.0,255.0
177472.0,195.0
177535.0,32.5
177536.0,45.0
177599.0,290.0
177600.0,125.0
177663.0,72.5
177664.0,35.0
177727.0,42.5
177728.0,47.5
177791.0,285.0
177792.0,205.0
177855.0,285.0
177856.0,205.0
177919.0,77.5
177920.0,35.0
177983.0,45.0
177984.0,37.5
178047.0,37.5
178048.0,42.5
178111.0,215.0
178112.0,270.0
178175.0,57.5
178176.0,245.0
178239.0,95.0
178240.0,165.0
178303.0,12.5
178304.0,22.5
178367.0,155.0
178368.0,22.5
178431.0,245.0
178432.0,295.0
178495.0,165.0
178496.0,95.0
178559.0,285.0
178560.0,105.0
178623.0,42.5
178624.0,55.0
178687.0,210.0
178688.0,270.0
178751.0,65.0
178752.0,37.5
178815.0,110.0
178816.0,225.0
178879.0,47.5
178880.0,72.5
178943.0,210.0
178944.0,275.0
179007.0,125.0
179008.0,145.0
179071.0,85.0
179072.0,125.0
179135.0,55.0
179136.0,60.0
179199.0,65.0
179200.0,62.5
179263.0,145.0
179264.0,75.0
179327.0,55.0
179328.0,85.0
179391.0,55.0
179392.0,95.0
179455.0,55.0
179456.0,85.0
179519.0,115.0
179520.0,65.0
179583.0,22.5
179584.0,47.5
179647.0,62.5
179648.0,107.5
179711.0,265.0
179712.0,57.5
179775.0,210.0
179776.0,255.0
179839.0,85.0
179840.0,290.0
179903.0,57.5
179904.0,55.0
179967.0,77.5
179968.0,47.5
180031.0,65.0
180032.0,185.0
180095.0,355.0
180096.0,85.0
180159.0,95.0
180160.0,95.0
180223.0,72.5
180224.0,57.5
180287.0,255.0
180288.0,75.0
180351.0,85.0
180352.0,105.0
180415.0,42.5
180416.0,55.0
180479.0,75.0
180480.0,37.5
180543.0,85.0
180544.0,85.0
180607.0,82.5
180608.0,72.5
180671.0,335.0
180672.0,265.0
180735.0,75.0
180736.0,55.0
180799.0,295.0
180800.0,215.0
180863.0,145.0
180864.0,85.0
180927.0,57.5
180928.0,205.0
180991.0,475.0
180992.0,190.0
181055.0,190.0
181056.0,290.0
181119.0,47.5
181120.0,50.0
181183.0,95.0
181184.0,57.5
181247.0,145.0
181248.0,55.0
181311.0,72.5
181312.0,72.5
181375.0,75.0
181376.0,67.5
181439.0,55.0
181440.0,97.5
181503.0,265.0
181504.0,75.0
181567.0,335.0
181568.0,265.0
181631.0,65.0
181632.0,55.0
181695.0,65.0
181696.0,145.0
181759.0,375.0
181760.0,95.0
181823.0,45.0
181824.0,55.0
181887.0,190.0
181888.0,65.0
181951.0,140.0
181952.0,275.0
182015.0,30.0
182016.0,25.0
182079.0,65.0
182080.0,155.0
182143.0,27.5
182144.0,12.5
182207.0,75.0
182208.0,145.0
182271.0,130.0
182272.0,55.0
182335.0,17.5
182336.0,27.5
182399.0,155.0
182400.0,65.0
182463.0,65.0
182464.0,45.0
182527.0,35.0
182528.0,40.0
182591.0,255.0
182592.0,375.0
182655.0,27.5
182656.0,15.0
182719.0,175.0
182720.0,335.0
182783.0,145.0
182784.0,85.0
182847.0,55.0
182848.0,75.0
182911.0,190.0
182912.0,65.0
182975.0,260.0
182976.0,75.0
183039.0,77.5
183040.0,60.0
183103.0,95.0
183104.0,75.0
183167.0,85.0
183168.0,190.0
183231.0,75.0
183232.0,95.0
183295.0,85.0
183296.0,190.0
183359.0,95.0
183360.0,35.0
183423.0,75.0
183424.0,55.0
183487.0,17.5
183488.0,45.0
183551.0,195.0
183552.0,275.0
183615.0,145.0
183616.0,75.0
183679.0,55.0
183680.0,65.0
183743.0,190.0
183744.0,65.0
183807.0,270.0
183808.0,75.0
183871.0,75.0
183872.0,35.0
183935.0,85.0
183936.0,45.0
183999.0,75.0
184000.0,85.0
184063.0,42.5
184064.0,42.5
184127.0,290.0
184128.0,95.0
184191.0,105.0
184192.0,55.0
184255.0,130.0
184256.0,110.0
184319.0,95.0
184320.0,235.0
184383.0,55.0
184384.0,55.0
184447.0,325.0
184448.0,95.0
184511.0,45.0
184512.0,235.0
184575.0,17.5
184576.0,37.5
184639.0,325.0
184640.0,85.0
184703.0,55.0
184704.0,235.0
184767.0,37.5
184768.0,37.5
184831.0,85.0
184832.0,75.0
184895.0,95.0
184896.0,235.0
184959.0,37.5
184960.0,55.0
185023.0,75.0
185024.0,65.0
185087.0,65.0
185088.0,245.0
185151.0,12.5
185152.0,17.5
185215.0,325.0
185216.0,75.0
185279.0,175.0
185280.0,55.0
185343.0,17.5
185344.0,35.0
185407.0,235.0
185408.0,55.0
185471.0,55.0
185472.0,55.0
185535.0,11.0
185536.0,22.5
185599.0,85.0
185600.0,75.0
185663.0,235.0
185664.0,390.0
185727.0,35.0
185728.0,45.0
185791.0,75.0
185792.0,65.0
185855.0,235.0
185856.0,75.0
185919.0,40.0
185920.0,35.0
185983.0,75.0
185984.0,65.0
186047.0,235.0
186048.0,75.0
186111.0,50.0
186112.0,37.5
186175.0,75.0
186176.0,65.0
186239.0,375.0
186240.0,45.0
186303.0,22.5
186304.0,35.0
186367.0,275.0
186368.0,65.0
186431.0,110.0
186432.0,85.0
186495.0,27.5
186496.0,20.0
186559.0,75.0
186560.0,550.0
186623.0,35.0
186624.0,75.0
186687.0,22.5
186688.0,30.0
186751.0,65.0
186752.0,95.0
186815.0,95.0
186816.0,55.0
186879.0,65.0
186880.0,55.0
186943.0,115.0
186944.0,35.0
187007.0,65.0
187008.0,55.0
187071.0,27.5
187072.0,28.0
187135.0,45.0
187136.0,145.0
187199.0,45.0
187200.0,45.0
187263.0,24.0
187264.0,27.5
187327.0,85.0
187328.0,35.0
187391.0,85.0
187392.0,95.0
187455.0,35.0
187456.0,42.5
187519.0,290.0
187520.0,55.0
187583.0,85.0
187584.0,85.0
187647.0,42.5
187648.0,22.5
187711.0,575.0
187712.0,290.0
187775.0,75.0
187776.0,170.0
187839.0,16.0
187840.0,45.0
187903.0,265.0
187904.0,55.0
187967.0,115.0
187968.0,55.0
188031.0,19.0
188032.0,80.0
188095.0,37.5
188096.0,145.0
188159.0,45.0
188160.0,45.0
188223.0,55.0
188224.0,55.0
188287.0,195.0
188288.0,265.0
188351.0,47.5
188352.0,155.0
188415.0,65.0
188416.0,55.0
188479.0,375.0
188480.0,85.0
188543.0,47.5
188544.0,55.0
188607.0,75.0
188608.0,625.0
188671.0,310.0
188672.0,95.0
188735.0,47.5
188736.0,42.5
188799.0,55.0
188800.0,85.0
188863.0,55.0
188864.0,55.0
188927.0,11.5
188928.0,11.5
188991.0,290.0
188992.0,110.0
189055.0,22.5
189056.0,95.0
189119.0,45.0
189120.0,45.0
189183.0,140.0
189184.0,310.0
189247.0,75.0
189248.0,115.0
189311.0,215.0
189312.0,245.0
189375.0,290.0
189376.0,110.0
189439.0,130.0
189440.0,65.0
189503.0,275.0
189504.0,225.0
189567.0,145.0
189568.0,75.0
189631.0,95.0
189632.0,135.0
189695.0,75.0
189696.0,75.0
189759.0,85.0
189760.0,135.0
189823.0,22.5
189824.0,55.0
189887.0,110.0
189888.0,155.0
189951.0,35.0
189952.0,55.0
190015.0,12.5
190016.0,17.5
190079.0,95.0
190080.0,145.0
190143.0,35.0
190144.0,22.5
190207.0,85.0
190208.0,95.0
190271.0,95.0
190272.0,55.0
190335.0,11.0
190336.0,11.5
190399.0,95.0
190400.0,45.0
190463.0,55.0
190464.0,35.0
190527.0,275.0
190528.0,225.0
190591.0,55.0
190592.0,190.0
190655.0,55.0
190656.0,65.0
190719.0,265.0
190720.0,55.0
190783.0,85.0
190784.0,35.0
190847.0,245.0
190848.0,50.0
190911.0,75.0
190912.0,75.0
190975.0,65.0
190976.0,85.0
191039.0,55.0
191040.0,65.0
191103.0,85.0
191104.0,35.0
191167.0,245.0
191168.0,50.0
191231.0,170.0
191232.0,75.0
191295.0,37.5
191296.0,42.5
191359.0,85.0
191360.0,55.0
191423.0,105.0
191424.0,75.0
191487.0,135.0
191488.0,165.0
191551.0,115.0
191552.0,75.0
191615.0,45.0
191616.0,35.0
191679.0,125.0
191680.0,75.0
191743.0,65.0
191744.0,45.0
191807.0,160.0
191808.0,125.0
191871.0,135.0
191872.0,105.0
191935.0,12.5
191936.0,45.0
191999.0,42.5
192000.0,190.0
192063.0,45.0
192064.0,30.0
192127.0,115.0
192128.0,75.0
192191.0,95.0
192192.0,105.0
192255.0,12.5
192256.0,55.0
192319.0,195.0
192320.0,125.0
192383.0,75.0
192384.0,105.0
192447.0,95.0
192448.0,155.0
192511.0,55.0
192512.0,85.0
192575.0,55.0
192576.0,65.0
192639.0,95.0
192640.0,37.5
192703.0,47.5
192704.0,47.5
192767.0,225.0
192768.0,245.0
192831.0,140.0
192832.0,75.0
192895.0,95.0
192896.0,75.0
192959.0,310.0
192960.0,95.0
193023.0,85.0
193024.0,75.0
193087.0,14.0
193088.0,14.0
193151.0,45.0
193152.0,85.0
193215.0,45.0
193216.0,75.0
193279.0,230.0
193280.0,245.0
193343.0,140.0
193344.0,75.0
193407.0,95.0
193408.0,95.0
193471.0,425.0
193472.0,75.0
193535.0,65.0
193536.0,75.0
193599.0,45.0
193600.0,45.0
193663.0,235.0
193664.0,190.0
193727.0,55.0
193728.0,65.0
193791.0,275.0
193792.0,115.0
193855.0,85.0
193856.0,110.0
193919.0,45.0
193920.0,24.0
193983.0,260.0
193984.0,310.0
194047.0,65.0
194048.0,55.0
194111.0,225.0
194112.0,90.0
194175.0,310.0
194176.0,550.0
194239.0,65.0
194240.0,55.0
194303.0,245.0
194304.0,290.0
194367.0,75.0
194368.0,75.0
194431.0,105.0
194432.0,95.0
194495.0,75.0
194496.0,110.0
194559.0,35.0
194560.0,55.0
194623.0,195.0
194624.0,135.0
194687.0,85.0
194688.0,65.0
194751.0,165.0
194752.0,275.0
194815.0,95.0
194816.0,75.0
194879.0,85.0
194880.0,55.0
194943.0,35.0
194944.0,195.0
195007.0,95.0
195008.0,65.0
195071.0,230.0
195072.0,225.0
195135.0,95.0
195136.0,95.0
195199.0,95.0
195200.0,75.0
195263.0,95.0
195264.0,135.0
195327.0,155.0
195328.0,95.0
195391.0,32.5
195392.0,55.0
195455.0,85.0
195456.0,145.0
195519.0,135.0
195520.0,195.0
195583.0,30.0
195584.0,95.0
195647.0,35.0
195648.0,55.0
195711.0,75.0
195712.0,45.0
195775.0,55.0
195776.0,17.5
195839.0,140.0
195840.0,210.0
195903.0,75.0
195904.0,75.0
195967.0,55.0
195968.0,40.0
196031.0,190.0
196032.0,75.0
196095.0,195.0
196096.0,42.5
196159.0,110.0
196160.0,115.0
196223.0,45.0
196224.0,105.0
196287.0,42.5
196288.0,32.5
196351.0,55.0
196352.0,55.0
196415.0,45.0
196416.0,55.0
196479.0,22.5
196480.0,27.5
196543.0,12.5
196544.0,17.5
196607.0,155.0
196608.0,75.0
196671.0,95.0
196672.0,95.0
196735.0,32.5
196736.0,25.0
196799.0,12.5
196800.0,17.5
196863.0,365.0
196864.0,37.5
196927.0,45.0
196928.0,55.0
196931.0,1100.0
196991.0,45.0
196992.0,17.5
197055.0,95.0
197056.0,325.0
197119.0,135.0
197120.0,55.0
197160.0,245.0
